id,name,category,categories,description,retailPrice,currency,clinicUsePrice,b2bPrice,price,shippingRate,image,images,badge,requiresConsult,consultProgramId,active,sortOrder,subStore,notificationEmails,shipStationEnabled,shipStationSku,shipStationIntegration,easyShipEnabled,easyShipSku,easyShipIntegration,netSuiteEnabled,netSuiteItemId,netSuiteIntegration
vyta-glow-70mg-case,Vyta- GLOW 70mg (Case),Peptides,Peptides,Case,1500.00,CAD,,,CA$1500.00,,https://xbpdqpmdecsoshzttthl.supabase.co/storage/v1/object/public/products/1789744352697-t2yij6.png,https://xbpdqpmdecsoshzttthl.supabase.co/storage/v1/object/public/products/1789744352697-t2yij6.png,,false,,true,,,"codogmjo@gmail.com
01291978@proton.me
vytabiosciences@gmail.com",,,,true,glow-70mg-case,puramass,,,
vyta-glow-70mg-vial,Vyta- GLOW 70mg (Single Vial),Peptides,Peptides,Single Vial,150.00,CAD,,,CA$150.00,,https://xbpdqpmdecsoshzttthl.supabase.co/storage/v1/object/public/products/1789744341342-c5imna.png,https://xbpdqpmdecsoshzttthl.supabase.co/storage/v1/object/public/products/1789744341342-c5imna.png,,false,,true,,,"codogmjo@gmail.com
01291978@proton.me
vytabiosciences@gmail.com",,,,true,glow-70mg-vial,puramass,,,
vyta-glp-3-20mg-case,Vyta- GLP-3 20mg (Case),Peptides,Peptides,Case,2500.00,CAD,,,CA$2500.00,,https://xbpdqpmdecsoshzttthl.supabase.co/storage/v1/object/public/products/1789744773748-8i42c.png,https://xbpdqpmdecsoshzttthl.supabase.co/storage/v1/object/public/products/1789744773748-8i42c.png,,false,,true,,,"codogmjo@gmail.com
01291978@proton.me
vytabiosciences@gmail.com",,,,true,glp-3-20mg-case,puramass,,,
vyta-glp-3-20mg-vial,Vyta- GLP-3 20mg (Single Vial),Peptides,Peptides,Single Vial,250.00,CAD,,,CA$250.00,,https://xbpdqpmdecsoshzttthl.supabase.co/storage/v1/object/public/products/1789744729222-3mm0eq.png,https://xbpdqpmdecsoshzttthl.supabase.co/storage/v1/object/public/products/1789744729222-3mm0eq.png,,false,,true,,,"codogmjo@gmail.com
01291978@proton.me
vytabiosciences@gmail.com",,,,true,glp-3-20mg-vial,puramass,,,
vyta-glp-3-30mg-case,Vyta- GLP-3 30mg (Case),Peptides,Peptides,Case,3500.00,CAD,,,CA$3500.00,,https://xbpdqpmdecsoshzttthl.supabase.co/storage/v1/object/public/products/1789745055607-ifxdhj.png,https://xbpdqpmdecsoshzttthl.supabase.co/storage/v1/object/public/products/1789745055607-ifxdhj.png,,false,,true,,,"codogmjo@gmail.com
01291978@proton.me
vytabiosciences@gmail.com",,,,true,glp-3-30mg-case,puramass,,,
vyta-glp-3-30mg-vial,Vyta- GLP-3 30mg (Single Vial),Peptides,Peptides,Single Vial,350.00,CAD,,,CA$350.00,,https://xbpdqpmdecsoshzttthl.supabase.co/storage/v1/object/public/products/1789745065925-acpzop.png,https://xbpdqpmdecsoshzttthl.supabase.co/storage/v1/object/public/products/1789745065925-acpzop.png,,false,,true,,,"codogmjo@gmail.com
01291978@proton.me
vytabiosciences@gmail.com",,,,true,glp-3-30mg-vial,puramass,,,
vyta-vitamin-e-case,Vyta- Vitamin E (Case),Peptides,Peptides,Case,300.00,CAD,,,CA$300.00,,https://didnmcyrxgubgesiaatj.supabase.co/storage/v1/object/public/runway-uploads-2/Vitamin%20E.png,https://didnmcyrxgubgesiaatj.supabase.co/storage/v1/object/public/runway-uploads-2/Vitamin%20E.png,,false,,true,,,"codogmjo@gmail.com
01291978@proton.me
vytabiosciences@gmail.com",,,,true,vitamin-e-case,puramass,,,
vyta-vitamin-e-vial,Vyta- Vitamin E (Single Vial),Peptides,Peptides,Single Vial,30.00,CAD,,,CA$30.00,,https://didnmcyrxgubgesiaatj.supabase.co/storage/v1/object/public/runway-uploads-2/Vitamin%20E.png,https://didnmcyrxgubgesiaatj.supabase.co/storage/v1/object/public/runway-uploads-2/Vitamin%20E.png,,false,,true,,,"codogmjo@gmail.com
01291978@proton.me
vytabiosciences@gmail.com",,,,true,vitamin-e-vial,puramass,,,
vyta-tirz-50mg-case,Vyta- Tirz 50mg (Case),Peptides,Peptides,Case,0.00,CAD,,,CA$0.00,,https://didnmcyrxgubgesiaatj.supabase.co/storage/v1/object/public/products/1784124336174-8lyb1r.png,https://didnmcyrxgubgesiaatj.supabase.co/storage/v1/object/public/products/1784124336174-8lyb1r.png,,false,,true,,,"codogmjo@gmail.com
01291978@proton.me
vytabiosciences@gmail.com",,,,true,tirz-50mg-case,puramass,,,
vyta-tirz-50mg-vial,Vyta- Tirz 50mg (Single Vial),Peptides,Peptides,Single Vial,0.00,CAD,,,CA$0.00,,https://didnmcyrxgubgesiaatj.supabase.co/storage/v1/object/public/products/1784123786240-4360uh.png,https://didnmcyrxgubgesiaatj.supabase.co/storage/v1/object/public/products/1784123786240-4360uh.png,,false,,true,,,"codogmjo@gmail.com
01291978@proton.me
vytabiosciences@gmail.com",,,,true,tirz-50mg-vial,puramass,,,
vyta-glp-3-40mg-pen-case,Vyta- GLP-3 40mg Pen (Case),Peptides,Peptides,Case,5990.00,CAD,,,CA$5990.00,,https://didnmcyrxgubgesiaatj.supabase.co/storage/v1/object/public/runway-uploads-2/RT40.png,https://didnmcyrxgubgesiaatj.supabase.co/storage/v1/object/public/runway-uploads-2/RT40.png,,false,,true,,,"codogmjo@gmail.com
01291978@proton.me
vytabiosciences@gmail.com",,,,true,glp-3-40mg-pen-case,puramass,,,
vyta-glp-3-40mg-pen-vial,Vyta- GLP-3 40mg Pen (Single Vial),Peptides,Peptides,Single Vial,599.00,CAD,,,CA$599.00,,https://didnmcyrxgubgesiaatj.supabase.co/storage/v1/object/public/runway-uploads-2/RT40.png,https://didnmcyrxgubgesiaatj.supabase.co/storage/v1/object/public/runway-uploads-2/RT40.png,,false,,true,,,"codogmjo@gmail.com
01291978@proton.me
vytabiosciences@gmail.com",,,,true,glp-3-40mg-pen-vial,puramass,,,
vyta-5amino-1mq-50mg-case,Vyta- 5Amino(1MQ) 50mg (Case),Peptides,Peptides,Case,2250.00,CAD,,,CA$2250.00,,https://didnmcyrxgubgesiaatj.supabase.co/storage/v1/object/public/product-boxes/5-Amino-1MQ%2050mg.png,https://didnmcyrxgubgesiaatj.supabase.co/storage/v1/object/public/product-boxes/5-Amino-1MQ%2050mg.png,,false,,true,,,"codogmjo@gmail.com
01291978@proton.me
vytabiosciences@gmail.com",,,,true,5amino-1mq-50mg-case,puramass,,,
vyta-5amino-1mq-50mg-vial,Vyta- 5Amino(1MQ) 50mg (Single Vial),Peptides,Peptides,Single Vial,225.00,CAD,,,CA$225.00,,https://puramass.com/images/products/5-Amino-1mq 10 MG.jpg,https://puramass.com/images/products/5-Amino-1mq 10 MG.jpg,,false,,true,,,"codogmjo@gmail.com
01291978@proton.me
vytabiosciences@gmail.com",,,,true,5amino-1mq-50mg-vial,puramass,,,
vyta-dsip-15mg-case,Vyta- DSIP 15mg (Case),Peptides,Peptides,Case,225.00,CAD,,,CA$225.00,,https://didnmcyrxgubgesiaatj.supabase.co/storage/v1/object/public/product-boxes/DSIP%2015mg.png,https://didnmcyrxgubgesiaatj.supabase.co/storage/v1/object/public/product-boxes/DSIP%2015mg.png,,false,,true,,,"codogmjo@gmail.com
01291978@proton.me
vytabiosciences@gmail.com",,,,true,dsip-15mg-case,puramass,,,
vyta-dsip-15mg-vial,Vyta- DSIP 15mg (Single Vial),Peptides,Peptides,Single Vial,112.50,CAD,,,CA$112.50,,https://swpcvpkcfxihxmjpjqow.supabase.co/storage/v1/object/public/products/DSIP%2015mg.jpg,https://swpcvpkcfxihxmjpjqow.supabase.co/storage/v1/object/public/products/DSIP%2015mg.jpg,,false,,true,,,"codogmjo@gmail.com
01291978@proton.me
vytabiosciences@gmail.com",,,,true,dsip-15mg-vial,puramass,,,
vyta-semx-10mg-selnk-10mg-case,Vyta- Semx 10mg + Selnk 10mg (Case),Peptides,Peptides,Case,1000.00,CAD,,,CA$1000.00,,https://didnmcyrxgubgesiaatj.supabase.co/storage/v1/object/public/product-boxes/Semax%2010mg%20+%20Selank%2010mg.png,https://didnmcyrxgubgesiaatj.supabase.co/storage/v1/object/public/product-boxes/Semax%2010mg%20+%20Selank%2010mg.png,,false,,true,,,"codogmjo@gmail.com
01291978@proton.me
vytabiosciences@gmail.com",,,,true,semx-10mg-selnk-10mg-case,puramass,,,
vyta-semx-10mg-selnk-10mg-vial,Vyta- Semx 10mg + Selnk 10mg (Single Vial),Peptides,Peptides,Single Vial,100.00,CAD,,,CA$100.00,,https://didnmcyrxgubgesiaatj.supabase.co/storage/v1/object/public/runway-uploads/Semax%2010mg%20+%20Selank%2010mg.png,https://didnmcyrxgubgesiaatj.supabase.co/storage/v1/object/public/runway-uploads/Semax%2010mg%20+%20Selank%2010mg.png,,false,,true,,,"codogmjo@gmail.com
01291978@proton.me
vytabiosciences@gmail.com",,,,true,semx-10mg-selnk-10mg-vial,puramass,,,
vyta-aod9604-10mg-case,Vyta- AOD9604 10mg (Case),Peptides,Peptides,Case,2950.00,CAD,,,CA$2950.00,,https://didnmcyrxgubgesiaatj.supabase.co/storage/v1/object/public/product-boxes/AOD9604%2010mg.png,https://didnmcyrxgubgesiaatj.supabase.co/storage/v1/object/public/product-boxes/AOD9604%2010mg.png,,false,,true,,,"codogmjo@gmail.com
01291978@proton.me
vytabiosciences@gmail.com",,,,true,aod9604-10mg-case,puramass,,,
vyta-aod9604-10mg-vial,Vyta- AOD9604 10mg (Single Vial),Peptides,Peptides,Single Vial,295.00,CAD,,,CA$295.00,,https://puramass.com/images/products/AOD9604 10mg.jpg,https://puramass.com/images/products/AOD9604 10mg.jpg,,false,,true,,,"codogmjo@gmail.com
01291978@proton.me
vytabiosciences@gmail.com",,,,true,aod9604-10mg-vial,puramass,,,
vyta-5amino-1mq-10mg-case,Vyta- 5Amino(1MQ) 10mg (Case),Peptides,Peptides,Case,900.00,CAD,,,CA$900.00,,https://didnmcyrxgubgesiaatj.supabase.co/storage/v1/object/public/product-boxes/5-Amino-1MQ%2010mg.png,https://didnmcyrxgubgesiaatj.supabase.co/storage/v1/object/public/product-boxes/5-Amino-1MQ%2010mg.png,,false,,true,,,"codogmjo@gmail.com
01291978@proton.me
vytabiosciences@gmail.com",,,,true,5amino-1mq-10mg-case,puramass,,,
vyta-5amino-1mq-10mg-vial,Vyta- 5Amino(1MQ) 10mg (Single Vial),Peptides,Peptides,Single Vial,90.00,CAD,,,CA$90.00,,https://puramass.com/images/products/5-Amino-1mq 10 MG.jpg,https://puramass.com/images/products/5-Amino-1mq 10 MG.jpg,,false,,true,,,"codogmjo@gmail.com
01291978@proton.me
vytabiosciences@gmail.com",,,,true,5amino-1mq-10mg-vial,puramass,,,
vyta-sema-10mg-case,Vyta- Sema 10mg (Case),Peptides,Peptides,Case,1100.00,CAD,,,CA$1100.00,,https://didnmcyrxgubgesiaatj.supabase.co/storage/v1/object/public/product-boxes/Semaglutide%2010mg.png,https://didnmcyrxgubgesiaatj.supabase.co/storage/v1/object/public/product-boxes/Semaglutide%2010mg.png,,false,,true,,,"codogmjo@gmail.com
01291978@proton.me
vytabiosciences@gmail.com",,,,true,sema-10mg-case,puramass,,,
vyta-sema-10mg-vial,Vyta- Sema 10mg (Single Vial),Peptides,Peptides,Single Vial,110.00,CAD,,,CA$110.00,,https://puramass.com/images/products/GLP-1S 10mg.jpg,https://puramass.com/images/products/GLP-1S 10mg.jpg,,false,,true,,,"codogmjo@gmail.com
01291978@proton.me
vytabiosciences@gmail.com",,,,true,sema-10mg-vial,puramass,,,
vyta-glp-3-40mg-case,Vyta- GLP-3 40mg (Case),Peptides,Peptides,Case,4800.00,CAD,,,CA$4800.00,,https://didnmcyrxgubgesiaatj.supabase.co/storage/v1/object/public/product-boxes/Retatrutide%2040mg.png,https://didnmcyrxgubgesiaatj.supabase.co/storage/v1/object/public/product-boxes/Retatrutide%2040mg.png,,false,,true,,,"codogmjo@gmail.com
01291978@proton.me
vytabiosciences@gmail.com",,,,true,glp-3-40mg-case,puramass,,,
vyta-glp-3-40mg-vial,Vyta- GLP-3 40mg (Single Vial),Peptides,Peptides,Single Vial,480.00,CAD,,,CA$480.00,,https://puramass.com/images/products/GLP-3RT 40mg.jpg,https://puramass.com/images/products/GLP-3RT 40mg.jpg,,false,,true,,,"codogmjo@gmail.com
01291978@proton.me
vytabiosciences@gmail.com",,,,true,glp-3-40mg-vial,puramass,,,
vyta-glp-3-50mg-case,Vyta- GLP-3 50mg (Case),Peptides,Peptides,Case,5800.00,CAD,,,CA$5800.00,,https://didnmcyrxgubgesiaatj.supabase.co/storage/v1/object/public/product-boxes/Retatrutide%2050mg.png,https://didnmcyrxgubgesiaatj.supabase.co/storage/v1/object/public/product-boxes/Retatrutide%2050mg.png,,false,,true,,,"codogmjo@gmail.com
01291978@proton.me
vytabiosciences@gmail.com",,,,true,glp-3-50mg-case,puramass,,,
vyta-glp-3-50mg-vial,Vyta- GLP-3 50mg (Single Vial),Peptides,Peptides,Single Vial,580.00,CAD,,,CA$580.00,,https://puramass.com/images/products/GLP-3RT 50mg.jpg,https://puramass.com/images/products/GLP-3RT 50mg.jpg,,false,,true,,,"codogmjo@gmail.com
01291978@proton.me
vytabiosciences@gmail.com",,,,true,glp-3-50mg-vial,puramass,,,
vyta-gonadorelin-acetate-2mg-case,Vyta- Gonadorelin Acetate 2mg (Case),Peptides,Peptides,Case,999.90,CAD,,,CA$999.90,,https://didnmcyrxgubgesiaatj.supabase.co/storage/v1/object/public/product-boxes/Gonadorelin%20Acetate%202mg.png,https://didnmcyrxgubgesiaatj.supabase.co/storage/v1/object/public/product-boxes/Gonadorelin%20Acetate%202mg.png,,false,,true,,,"codogmjo@gmail.com
01291978@proton.me
vytabiosciences@gmail.com",,,,true,gonadorelin-acetate-2mg-case,puramass,,,
vyta-gonadorelin-acetate-2mg-vial,Vyta- Gonadorelin Acetate 2mg (Single Vial),Peptides,Peptides,Single Vial,99.99,CAD,,,CA$99.99,,https://didnmcyrxgubgesiaatj.supabase.co/storage/v1/object/public/runway-uploads/Gonadorelin%20Acetate%202mg.png,https://didnmcyrxgubgesiaatj.supabase.co/storage/v1/object/public/runway-uploads/Gonadorelin%20Acetate%202mg.png,,false,,true,,,"codogmjo@gmail.com
01291978@proton.me
vytabiosciences@gmail.com",,,,true,gonadorelin-acetate-2mg-vial,puramass,,,
vyta-pe-2228-10mg-case,Vyta- PE 2228 10mg (Case),Peptides,Peptides,Case,600.00,CAD,,,CA$600.00,,https://didnmcyrxgubgesiaatj.supabase.co/storage/v1/object/public/product-boxes/PE%2022-28%2010mg.png,https://didnmcyrxgubgesiaatj.supabase.co/storage/v1/object/public/product-boxes/PE%2022-28%2010mg.png,,false,,true,,,"codogmjo@gmail.com
01291978@proton.me
vytabiosciences@gmail.com",,,,true,pe-2228-10mg-case,puramass,,,
vyta-pe-2228-10mg-vial,Vyta- PE 2228 10mg (Single Vial),Peptides,Peptides,Single Vial,60.00,CAD,,,CA$60.00,,https://didnmcyrxgubgesiaatj.supabase.co/storage/v1/object/public/runway-uploads/PE%2022-28%2010mg.png,https://didnmcyrxgubgesiaatj.supabase.co/storage/v1/object/public/runway-uploads/PE%2022-28%2010mg.png,,false,,true,,,"codogmjo@gmail.com
01291978@proton.me
vytabiosciences@gmail.com",,,,true,pe-2228-10mg-vial,puramass,,,
vyta-aod9604-5mg-case,Vyta- AOD9604 5mg (Case),Peptides,Peptides,Case,1900.00,CAD,,,CA$1900.00,,https://didnmcyrxgubgesiaatj.supabase.co/storage/v1/object/public/product-boxes/AOD9604%205mg.png,https://didnmcyrxgubgesiaatj.supabase.co/storage/v1/object/public/product-boxes/AOD9604%205mg.png,,false,,true,,,"codogmjo@gmail.com
01291978@proton.me
vytabiosciences@gmail.com",,,,true,aod9604-5mg-case,puramass,,,
vyta-aod9604-5mg-vial,Vyta- AOD9604 5mg (Single Vial),Peptides,Peptides,Single Vial,190.00,CAD,,,CA$190.00,,https://puramass.com/images/products/AOD9604 5mg.jpg,https://puramass.com/images/products/AOD9604 5mg.jpg,,false,,true,,,"codogmjo@gmail.com
01291978@proton.me
vytabiosciences@gmail.com",,,,true,aod9604-5mg-vial,puramass,,,
vyta-igf-1lr3-1mg-case,Vyta- IGF 1LR3 1mg (Case),Peptides,Peptides,Case,950.00,CAD,,,CA$950.00,,https://didnmcyrxgubgesiaatj.supabase.co/storage/v1/object/public/product-boxes/IGF-1LR3%201mg.png,https://didnmcyrxgubgesiaatj.supabase.co/storage/v1/object/public/product-boxes/IGF-1LR3%201mg.png,,false,,true,,,"codogmjo@gmail.com
01291978@proton.me
vytabiosciences@gmail.com",,,,true,igf-1lr3-1mg-case,puramass,,,
vyta-igf-1lr3-1mg-vial,Vyta- IGF 1LR3 1mg (Single Vial),Peptides,Peptides,Single Vial,95.00,CAD,,,CA$95.00,,https://puramass.com/images/products/IGF 1mg.jpg,https://puramass.com/images/products/IGF 1mg.jpg,,false,,true,,,"codogmjo@gmail.com
01291978@proton.me
vytabiosciences@gmail.com",,,,true,igf-1lr3-1mg-vial,puramass,,,
vyta-mk-677-5mg-case,Vyta- MK(677) 5mg (Case),Peptides,Peptides,Case,1800.00,CAD,,,CA$1800.00,,https://didnmcyrxgubgesiaatj.supabase.co/storage/v1/object/public/product-boxes/MK677%205mg.png,https://didnmcyrxgubgesiaatj.supabase.co/storage/v1/object/public/product-boxes/MK677%205mg.png,,false,,true,,,"codogmjo@gmail.com
01291978@proton.me
vytabiosciences@gmail.com",,,,true,mk-677-5mg-case,puramass,,,
vyta-mk-677-5mg-vial,Vyta- MK(677) 5mg (Single Vial),Peptides,Peptides,Single Vial,180.00,CAD,,,CA$180.00,,https://didnmcyrxgubgesiaatj.supabase.co/storage/v1/object/public/runway-uploads-2/MK677%205mg.png,https://didnmcyrxgubgesiaatj.supabase.co/storage/v1/object/public/runway-uploads-2/MK677%205mg.png,,false,,true,,,"codogmjo@gmail.com
01291978@proton.me
vytabiosciences@gmail.com",,,,true,mk-677-5mg-vial,puramass,,,
vyta-dihxa-10mg-case,Vyta- Dihxa 10mg (Case),Peptides,Peptides,Case,2350.00,CAD,,,CA$2350.00,,https://didnmcyrxgubgesiaatj.supabase.co/storage/v1/object/public/product-boxes/Dihexa%2010mg.png,https://didnmcyrxgubgesiaatj.supabase.co/storage/v1/object/public/product-boxes/Dihexa%2010mg.png,,false,,true,,,"codogmjo@gmail.com
01291978@proton.me
vytabiosciences@gmail.com",,,,true,dihxa-10mg-case,puramass,,,
vyta-dihxa-10mg-vial,Vyta- Dihxa 10mg (Single Vial),Peptides,Peptides,Single Vial,235.00,CAD,,,CA$235.00,,https://didnmcyrxgubgesiaatj.supabase.co/storage/v1/object/public/runway-uploads/Dihexa%2010mg.png,https://didnmcyrxgubgesiaatj.supabase.co/storage/v1/object/public/runway-uploads/Dihexa%2010mg.png,,false,,true,,,"codogmjo@gmail.com
01291978@proton.me
vytabiosciences@gmail.com",,,,true,dihxa-10mg-vial,puramass,,,
vyta-glp-3-10mg-pen-case,Vyta- GLP-3 10mg Pen (Case),Peptides,Peptides,Case,2490.00,CAD,,,CA$2490.00,,https://didnmcyrxgubgesiaatj.supabase.co/storage/v1/object/public/runway-uploads-2/RT10.png,https://didnmcyrxgubgesiaatj.supabase.co/storage/v1/object/public/runway-uploads-2/RT10.png,,false,,true,,,"codogmjo@gmail.com
01291978@proton.me
vytabiosciences@gmail.com",,,,true,glp-3-10mg-pen-case,puramass,,,
vyta-glp-3-10mg-pen-vial,Vyta- GLP-3 10mg Pen (Single Vial),Peptides,Peptides,Single Vial,249.00,CAD,,,CA$249.00,,https://didnmcyrxgubgesiaatj.supabase.co/storage/v1/object/public/runway-uploads-2/RT10.png,https://didnmcyrxgubgesiaatj.supabase.co/storage/v1/object/public/runway-uploads-2/RT10.png,,false,,true,,,"codogmjo@gmail.com
01291978@proton.me
vytabiosciences@gmail.com",,,,true,glp-3-10mg-pen-vial,puramass,,,
vyta-testagen-20mg-case,Vyta- Testagen 20mg (Case),Peptides,Peptides,Case,0.00,CAD,,,CA$0.00,,https://didnmcyrxgubgesiaatj.supabase.co/storage/v1/object/public/product-boxes/Testagen%2020mg.png,https://didnmcyrxgubgesiaatj.supabase.co/storage/v1/object/public/product-boxes/Testagen%2020mg.png,,false,,true,,,"codogmjo@gmail.com
01291978@proton.me
vytabiosciences@gmail.com",,,,true,testagen-20mg-case,puramass,,,
vyta-testagen-20mg-vial,Vyta- Testagen 20mg (Single Vial),Peptides,Peptides,Single Vial,0.00,CAD,,,CA$0.00,,https://didnmcyrxgubgesiaatj.supabase.co/storage/v1/object/public/runway-uploads/Testagen%2020mg.png,https://didnmcyrxgubgesiaatj.supabase.co/storage/v1/object/public/runway-uploads/Testagen%2020mg.png,,false,,true,,,"codogmjo@gmail.com
01291978@proton.me
vytabiosciences@gmail.com",,,,true,testagen-20mg-vial,puramass,,,
vyta-hexarlin-acetate-5mg-case,Vyta- Hexarlin Acetate 5mg (Case),Peptides,Peptides,Case,1650.00,CAD,,,CA$1650.00,,https://didnmcyrxgubgesiaatj.supabase.co/storage/v1/object/public/product-boxes/Hexarelin%20Acetate%205mg.png,https://didnmcyrxgubgesiaatj.supabase.co/storage/v1/object/public/product-boxes/Hexarelin%20Acetate%205mg.png,,false,,true,,,"codogmjo@gmail.com
01291978@proton.me
vytabiosciences@gmail.com",,,,true,hexarlin-acetate-5mg-case,puramass,,,
vyta-hexarlin-acetate-5mg-vial,Vyta- Hexarlin Acetate 5mg (Single Vial),Peptides,Peptides,Single Vial,165.00,CAD,,,CA$165.00,,https://didnmcyrxgubgesiaatj.supabase.co/storage/v1/object/public/runway-uploads/Hexarelin%20Acetate%205mg.png,https://didnmcyrxgubgesiaatj.supabase.co/storage/v1/object/public/runway-uploads/Hexarelin%20Acetate%205mg.png,,false,,true,,,"codogmjo@gmail.com
01291978@proton.me
vytabiosciences@gmail.com",,,,true,hexarlin-acetate-5mg-vial,puramass,,,
vyta-sema-20mg-case,Vyta- Sema 20mg (Case),Peptides,Peptides,Case,1500.00,CAD,,,CA$1500.00,,https://didnmcyrxgubgesiaatj.supabase.co/storage/v1/object/public/product-boxes/Semaglutide%2020mg.png,https://didnmcyrxgubgesiaatj.supabase.co/storage/v1/object/public/product-boxes/Semaglutide%2020mg.png,,false,,true,,,"codogmjo@gmail.com
01291978@proton.me
vytabiosciences@gmail.com",,,,true,sema-20mg-case,puramass,,,
vyta-sema-20mg-vial,Vyta- Sema 20mg (Single Vial),Peptides,Peptides,Single Vial,150.00,CAD,,,CA$150.00,,https://swpcvpkcfxihxmjpjqow.supabase.co/storage/v1/object/public/products/Semaglutide%2020mg.jpg,https://swpcvpkcfxihxmjpjqow.supabase.co/storage/v1/object/public/products/Semaglutide%2020mg.jpg,,false,,true,,,"codogmjo@gmail.com
01291978@proton.me
vytabiosciences@gmail.com",,,,true,sema-20mg-vial,puramass,,,
vyta-nad-100mg-case,Vyta- NAD 100mg (Case),Peptides,Peptides,Case,600.00,CAD,,,CA$600.00,,https://didnmcyrxgubgesiaatj.supabase.co/storage/v1/object/public/products/1784124320469-9dbuh.png,https://didnmcyrxgubgesiaatj.supabase.co/storage/v1/object/public/products/1784124320469-9dbuh.png,,false,,true,,,"codogmjo@gmail.com
01291978@proton.me
vytabiosciences@gmail.com",,,,true,nad-100mg-case,puramass,,,
vyta-nad-100mg-vial,Vyta- NAD 100mg (Single Vial),Peptides,Peptides,Single Vial,60.00,CAD,,,CA$60.00,,https://didnmcyrxgubgesiaatj.supabase.co/storage/v1/object/public/products/1784123770586-gnq6n.png,https://didnmcyrxgubgesiaatj.supabase.co/storage/v1/object/public/products/1784123770586-gnq6n.png,,false,,true,,,"codogmjo@gmail.com
01291978@proton.me
vytabiosciences@gmail.com",,,,true,nad-100mg-vial,puramass,,,
vyta-ll37-5mg-case,Vyta- LL37 5mg (Case),Peptides,Peptides,Case,850.00,CAD,,,CA$850.00,,https://didnmcyrxgubgesiaatj.supabase.co/storage/v1/object/public/product-boxes/LL-37%205mg.png,https://didnmcyrxgubgesiaatj.supabase.co/storage/v1/object/public/product-boxes/LL-37%205mg.png,,false,,true,,,"codogmjo@gmail.com
01291978@proton.me
vytabiosciences@gmail.com",,,,true,ll37-5mg-case,puramass,,,
vyta-ll37-5mg-vial,Vyta- LL37 5mg (Single Vial),Peptides,Peptides,Single Vial,85.00,CAD,,,CA$85.00,,https://puramass.com/images/products/LL-37 5mg.jpg,https://puramass.com/images/products/LL-37 5mg.jpg,,false,,true,,,"codogmjo@gmail.com
01291978@proton.me
vytabiosciences@gmail.com",,,,true,ll37-5mg-vial,puramass,,,
vyta-ipam-10mg-case,Vyta- IPAM 10mg (Case),Peptides,Peptides,Case,800.00,CAD,,,CA$800.00,,https://didnmcyrxgubgesiaatj.supabase.co/storage/v1/object/public/product-boxes/Ipamorelin%2010mg.png,https://didnmcyrxgubgesiaatj.supabase.co/storage/v1/object/public/product-boxes/Ipamorelin%2010mg.png,,false,,true,,,"codogmjo@gmail.com
01291978@proton.me
vytabiosciences@gmail.com",,,,true,ipam-10mg-case,puramass,,,
vyta-ipam-10mg-vial,Vyta- IPAM 10mg (Single Vial),Peptides,Peptides,Single Vial,80.00,CAD,,,CA$80.00,,https://puramass.com/images/products/Ipamorelin 10mg.jpg,https://puramass.com/images/products/Ipamorelin 10mg.jpg,,false,,true,,,"codogmjo@gmail.com
01291978@proton.me
vytabiosciences@gmail.com",,,,true,ipam-10mg-vial,puramass,,,
vyta-sema-5mg-case,Vyta- Sema 5mg (Case),Peptides,Peptides,Case,700.00,CAD,,,CA$700.00,,https://didnmcyrxgubgesiaatj.supabase.co/storage/v1/object/public/product-boxes/Semaglutide%205mg.png,https://didnmcyrxgubgesiaatj.supabase.co/storage/v1/object/public/product-boxes/Semaglutide%205mg.png,,false,,true,,,"codogmjo@gmail.com
01291978@proton.me
vytabiosciences@gmail.com",,,,true,sema-5mg-case,puramass,,,
vyta-sema-5mg-vial,Vyta- Sema 5mg (Single Vial),Peptides,Peptides,Single Vial,70.00,CAD,,,CA$70.00,,https://puramass.com/images/products/GLP-1S 5mg.jpg,https://puramass.com/images/products/GLP-1S 5mg.jpg,,false,,true,,,"codogmjo@gmail.com
01291978@proton.me
vytabiosciences@gmail.com",,,,true,sema-5mg-vial,puramass,,,
vyta-mots-c-20mg-case,Vyta- MOTS C 20mg (Case),Peptides,Peptides,Case,900.00,CAD,,,CA$900.00,,https://didnmcyrxgubgesiaatj.supabase.co/storage/v1/object/public/product-boxes/MOTS-C%2020mg.png,https://didnmcyrxgubgesiaatj.supabase.co/storage/v1/object/public/product-boxes/MOTS-C%2020mg.png,,false,,true,,,"codogmjo@gmail.com
01291978@proton.me
vytabiosciences@gmail.com",,,,true,mots-c-20mg-case,puramass,,,
vyta-mots-c-20mg-vial,Vyta- MOTS C 20mg (Single Vial),Peptides,Peptides,Single Vial,90.00,CAD,,,CA$90.00,,https://didnmcyrxgubgesiaatj.supabase.co/storage/v1/object/public/runway-uploads-2/MOTS-C%2020mg.png,https://didnmcyrxgubgesiaatj.supabase.co/storage/v1/object/public/runway-uploads-2/MOTS-C%2020mg.png,,false,,true,,,"codogmjo@gmail.com
01291978@proton.me
vytabiosciences@gmail.com",,,,true,mots-c-20mg-vial,puramass,,,
